1,agree,[自]賛成する
2,oppose,[他]～に反対する
3,advise,[他]～に忠告する
4,tip,[名]助言，ヒント
5,discuss,[他]～について話し合う，議論する
6,blame,[他]～に責任があるとする
7,argue,[他]（that S V）～と主張する
8,claim,[他]（that S V）～と主張する
9,complain,[自]文句を言う，苦情を言う
10,offer,[他]～を申し出る
11,suggest,[他]～を示唆する
12,recommend,[他]～を推薦する，勧める
13,grateful,[形]感謝している
14,apologize,[自]（to ～）（～に）謝る
15,excuse,[名]言い訳
16,celebrate,[他]～を祝う
17,admire,[他]～に感心する，称賛する
18,impress,[他]～に感銘を与える，～を感心させる
19,award,[名]賞
20,describe,[他]～を説明する
21,explain,[他]～を説明する
22,communicate,[自]（with ～）（～と）意思の疎通をはかる
23,express,[他]（意見，気持ち）を表現する
24,promise,[名]約束
25,information,[名]情報〈不可算〉
26,technology,[名]（科学）技術
27,research,[名]（学術）研究
28,material,[名]材料，生地
29,artificial,[形]人工的な
30,electric,[形]電気の，電動の
31,invent,[他]～を発明する
32,discover,[他]～を発見する
33,develop,[自]発達する
34,skill,[名]技術，力
35,ability,[名]能力
36,talent,[名]才能
37,effort,[名]努力
38,practice,[名]練習
39,game,[名]試合，ゲーム〈可算〉
40,achieve,[他]～を達成する
41,manage,[他]（to do）何とかして～する
42,improve,[他]～を改善する，磨く
43,produce,[他]～を生産する，産出する
44,create,[他]～を創造する
45,establish,[他]～を確立する，定着させる
46,save,[他]（時間，手間）を省く
47,medicine,[名]（for ～）（～の）薬
48,patient,[名]患者
49,condition,[名]状態，容態
50,medical,[形]医療の
51,stress,[名]ストレス
52,suffer,[自]（from ～）（病気などで）苦しむ
53,exercise,[名]運動
54,breathe,[自]呼吸する，息をする
55,thirsty,[形]のどが渇いた
56,physical,[形]身体的な
57,fever,[名]（体温の）熱
58,strength,[名]（physical －）体力
59,tear,[名]（通例 －s）涙〈可算〉
60,taste,[自]～の味がする
61,rule,[名]規則
62,role,[名]役割
63,habit,[名]習慣，癖
64,custom,[名]習慣
65,tradition,[名]伝統
66,society,[名]社会〈不可算〉
67,law,[名]（the－）（集合的に）法律，国法
68,ancestor,[名]祖先
69,population,[名]人口，個体数
70,native,[形]母国の，その土地の
71,abroad,[副]海外へ，海外で
72,local,[形]その土地の，地元の
73,survey,[名]調査〈可算〉
74,evidence,[名]証拠〈不可算〉
75,value,[名]価値
76,treasure,[名]財宝，宝
77,fashion,[名]流行
78,public,[名]（the －）大衆
79,vote,[名]投票（数）
80,government,[名]政府
81,nation,[名]国家
82,capital,[名]首都
83,state,[名]州
84,political,[形]政治的な，政治の
85,price,[名]価格
86,cost,[他]（費用）を要する，～がかかる
87,sum,[名]（修飾語を伴って）金額
88,budget,[名]予算
89,fee,[名]（会費，遊園地などの）料金
90,fare,[名]運賃
91,bill,[名]勘定
92,trade,[名]貿易
93,wealth,[名]富，財産〈不可算〉
94,economy,[名]経済
95,company,[名]会社
96,task,[名]仕事〈可算〉
97,earn,[他]（金）を稼ぐ，もうける
98,hurt,[自]（身体の部位が）痛む
99,injure,[他]～を痛める
100,damage,[他]～に損害を与える
101,destroy,[他]～を（完全に）破壊する
102,ruin,[他]～を台無しにする
103,danger,[名]危険
104,neighbor,[名]近所の人
105,audience,[名]聴衆，観客
106,crowd,[名]群衆
107,author,[名]著者
108,staff,[名]（集合的に）職員，従業員
109,clerk,[名]〈米〉店員
110,customer,[名]客
111,passenger,[名]乗客
112,elderly,[形]年配の
113,female,[形]女性の
114,head,[自]向かう
115,follow,[他]～の後について行く，～に続く
116,wander,[自]歩き回る，さまよう
117,travel,[自]旅行する，移動する
118,pass,[他]～を通り過ぎる
119,likely,[形]（to do）～しそうだ，可能性が高い
120,natural,[形]当然の
121,certain,[形]確かな
122,probably,[副]おそらく
123,face,[他]～に直面する
124,avoid,[他]～を避ける
125,solve,[他]～を解決する
126,trouble,[名]問題，ごたごた（通例〈不可算〉）
127,issue,[名]問題
128,cheer,[他]（on）～に声援を送る
129,encourage,[他]（A to do）（A）に（～するよう）促す，奨励する
130,support,[他]～を支持する
131,prevent,[他]～を妨げる
132,deny,[他]～を否定する
133,enable,[他]（A to do）（A）に［が］（～することを）可能にする
134,succeed,[自]（in ～）（～に）成功する
135,miss,[他]～を逃す
136,fail,[自]（in［at］～）（～に）失敗する
137,mistake,[名]間違い
138,check,[他]～を調べる
139,hide,[他]～を隠す
140,draw,[他]（線で絵など）を描く
141,join,[他]（クラブ，団体など）に加わる
142,throw,[他]～を投げる
143,operate,[他]（機械など）を操作する
144,repair,[他]～を修理する
145,sew,[他]～を縫う
146,raise,[他] ～を上げる
147,serve,[他]（飲食物）を出す
148,pour,[他]～を注ぐ
149,spill,[他]～をこぼす
150,pretend,[自]（to do / that S V）（～する/ ～である）ふりをする
151,behave,[自]ふるまう
152,bear,[他]（can －）～に耐える
153,explore,[他]～を探検する，（街など）を探索する
154,happen,[自]（to ～）（～に）起こる
155,appear,[自]現れる
156,remain,[自]～のままでいる
157,survive,[自]生き残る
158,belong,[自]（～に）所属している
159,represent,[他]～を代表する
160,base,[他]～の基礎を置く
161,include,[他]～を含む
162,contain,[他]～を含む
163,own,[形]自分自身の
164,share,[他]～を共有する
165,collect,[他]（同種の物）を集める
166,gather,[他]～を集める
167,history,[名]歴史
168,subject,[名]科目
169,education,[名]教育
170,knowledge,[名]知識，知っていること
171,uniform,[名]制服
172,grade,[名]（小，中，高の）学年
173,senior,[名]（高校，大学の）最上級生
174,graduate,[自]（from ～）（～を）卒業する
175,decide,[他]（to do）（～すること）を決定する，決心する
176,judge,[他]～を判断する
177,quit,[他]～を（完全に）やめる
178,retire,[自]（from ～）（～を）引退する，退職する
179,review,[名]再検討
180,choose,[他]～を選ぶ
181,imagine,[他]～を想像する
182,guess,[他]～を推測する
183,expect,[他]～を予期する
184,predict,[他]～を予測する
185,remember,[他]（doing）（過去にしたこと）を覚えている
186,remind,[他]（A of B）（A）に（B のことを）思い出させる
187,realize,[他]～を（はっきり）理解する
188,appreciate,[他]～を（正しく）理解する
189,accept,[他]～を受け入れる
190,consider,[他]～をよく考える，考慮する
191,mind,[自]気にする
192,wonder,[他]（wh－節 / if S V）～かなと思う
193,seem,[自]～のように思われる
194,compare,"[他]（A with［to, and］ B）（A）を（B と）比較する"
195,concentrate,[自]（on ～）（～に）集中する
196,focus,[自]（on ～）（～に）焦点を当てる，力を注ぐ
197,allow,[他]（人が）～を許可する
198,admit,[他]～を認める
199,ground,[名]地面
200,pollution,[名]汚染，公害〈不可算〉
201,sight,[名]光景
202,view,[名]眺め，景色〈可算〉
203,landscape,[名]風景
204,nature,[名]（無冠詞）自然
205,seed,[名]種
206,plant,[名]植物
207,bloom,[自]（花が）咲く
208,harvest,[名]収穫
209,insect,[名]昆虫
210,earthquake,[名]地震
211,temperature,[名]温度，気温
212,degree,[名]（温度などの）度
213,flood,[名]洪水
214,freeze,[自]凍る，凍りつく
215,reflect,[他]～を反射する
216,polite,[形]（人，言動が）礼儀正しい
217,rude,[形]無礼な，不作法な
218,lonely,[形]孤独な
219,lazy,[形]（やる気がなく）怠惰な，いい加減な
220,strict,[形]厳しい
221,ugly,[形]醜い
222,intelligent,[形]知的な，賢い
223,silly,[形]ばかな
224,nervous,[形]あがって，落ち着かない
225,awake,[形]目を覚まして
226,attitude,[名]態度，姿勢
227,character,[名]性格，特徴
228,characteristic,[名]特徴〈可算〉
229,feature,[名]特徴
230,detail,[名]詳細
231,advantage,[名]（over ～）（～に対する）利点
232,fault,[名]（ちょっとした）欠点，不具合〈可算〉
233,quality,[名]質〈不可算〉
234,correct,[形]正確な，正しい
235,ideal,[形]理想的な，申し分のない
236,fair,[形]公正な，公平な
237,appropriate,[形]適切な
238,famous,[形]（for one's ～）（～で）有名な
239,elementary,[形]初歩的な，基本の
240,major,[形]主要な
241,matter,[自]重要である
242,bright,[形]明るい
243,brilliant,[形]輝いている
244,lively,[形]生き生きとした
245,comfortable,[形]（物が）快適な
246,pleasant,[形]（人にとって）楽しい，心地よい
247,convenient,[形]都合がよい
248,false,[形]誤った
249,terrible,[形]ひどい
250,awful,[形]ひどい，不快な
251,thin,[形]薄い
252,tight,[形]引き締まった，きつい
253,loose,[形]ゆるい
254,raw,[形]生の，加工されていない
255,empty,[形]空の，中身のない
256,smooth,[形]滑らかな
257,direct,[形]直接的な
258,familiar,[形]知られた
259,similar,[形]（to ～）（～に）似た
260,differ,[自]異なる
261,vary,[自]さまざまだ，変わる
262,specific,[形]特定の
263,common,[形]普及した，普通の
264,unusual,[形]珍しい
265,add,[他]～を加える
266,increase,[自]増える
267,reduce,[他]～を減らす
268,divide,[他]～を分割する
269,count,[他]～を数える
270,weigh,[自]～の重さがある
271,quarter,[名]4 分の1 ，15分，25セント
272,lot,[名]（a － of ～）多くの～
273,pile,[名]積み重ね，山
274,rate,[名]割合，速さ
275,figure,[名]数字
276,lack,[名]（（a）－ of ～）（～の）不足
277,extra,[形]余分な，追加の，臨時の
278,ready,[形]用意ができている
279,prepare,[他]～の準備をする，用意をする
280,adjust,[自]（to ～）（～に）慣れる
281,apply,[自]（to ～）（～に）当てはまる
282,suit,[他]（人）に適している，好都合だ
283,case,[名]場合
284,scene,[名]（劇，小説などの）場面
285,chance,[名]（to do）（～する）機会
286,opportunity,[名]（よい）機会，好機
287,experience,[名]経験
288,time,[名]（漠然とした）時間
289,spring,[名]春
290,minute,[名]（時間の）分
291,period,[名]時代
292,generation,[名]世代
293,anniversary,[名]記念日
294,recently,[副]最近，近ごろ
295,used,[助]（to ～）以前は～だった，よく～したものだ
296,early,[副]（時間，時期が）早く，初期に
297,first,[形]第1 の
298,latest,[形]（the －）最新の
299,modern,[形]現代の
300,latter,[形]後半の
301,spend,[他]（時間）を費やす
302,delay,[他]～を遅らせる
303,borrow,[他]～を借りる
304,lend,[他]（無償で）～を貸す
305,rent,[他]～を借りる
306,provide,[他]～を供給する，与える
307,shelf,[名]棚（の一段）
308,board,[名]（細長い）板
309,garbage,[名]ごみ
310,item,[名]品物
311,wheel,[名]車輪
312,note,[名]メモ
313,present,[名]プレゼント
314,stuff,[名]（漠然とした）もの
315,string,[名]ひも
316,leisure,[名]余暇
317,diet,[名]食事
318,furniture,[名]家具〈不可算〉
319,refrigerator,[名]冷蔵庫
320,traffic,[名]交通（量）〈不可算〉
321,jam,[名]渋滞
322,sell,[他]～を売る
323,pay,[他]（A for B） （B の代金としてA）を支払う
324,wear,[他]～を身につけている
325,clothes,[名]服〈複数扱い〉
326,marry,[他]～と結婚する
327,greet,[他]～に挨拶する，出迎える
328,order,[他]～を注文する
329,room,[名]部屋
330,story,[名]階
331,site,[名]用地
332,yard,[名]（主に〈米〉）庭
333,bottom,[名]底
334,line,[名]列
335,row,[名]列
336,background,[名]背景
337,direction,[名]方向，方角
338,art,[名]芸術
339,culture,[名]文化
340,cartoon,[名]漫画
341,novel,[名]小説
342,instrument,[名]楽器
343,tune,[名]曲
344,sentence,[名]（ 1 つ1 つの）文
345,article,[名]記事
346,passage,[名]（文章などの）一節
347,vocabulary,[名]語彙
348,rumor,[名]うわさ
349,spell,[他]～をつづる
350,pronounce,[他]（単語など）を発音する
351,sign,[名]兆候，印
352,mean,[他]～を意味する
353,publish,[他]～を出版する
354,display,[他]～を展示する
355,trust,[他]～を信頼する
356,depend,[自]（物，事が主語）（on ～）（～）次第である
357,rely,[自]（on ～）（～に）頼る
358,pray,[自]祈る
359,beg,[他]～を嘆願する
360,prefer,[他]（A to B） （B よりA）を好む
361,weep,[自]しくしく泣く
362,hate,[他]～を嫌う
363,worry,[自]心配をする
364,anxious,[形]（about ～）（～を）心配して
365,satisfy,[他]～を満足させる
366,annoy,[他]～をいらだたせる
367,bother,[他]～に面倒をかける
368,disturb,[他]（うるさくして）～に迷惑をかける
369,frighten,[他]～をおびえさせる
370,upset,[他]～を動揺させる
371,regret,[他]～を後悔する
372,favor,[名]親切な行為
373,interest,[名]関心
374,pity,[名]残念なこと〈可算〉
375,due,[形]（due to （名詞））（名詞）が原因で
376,reason,[名]理由
377,result,[名]結果
378,effect,[名]効果，影響，結果
379,influence,[名]影響（力）
380,cause,[他]～を引き起こす
381,affect,[他]～に影響を与える，作用する
382,way,[名]方法
383,manner,[名]方法
384,purpose,[名]目的
385,sake,[名]（for ～）ため
386,right,[副]（場所や時の副詞（句）を修飾して）ちょうど
387,complete,[形]完全な
388,hardly,[副]（程度）ほとんど～ない
389,nearly,[副]ほとんど
390,partly,[副]ある程度，部分的に
391,actually,[副]実は
392,indeed,[副]（強調として）実際に，本当に
393,even,[副]さえも
394,exactly,[副]正確に
395,gradually,[副]徐々に
396,therefore,[副]それゆえに
397,instead,[副]代わりに
398,until,[前]～まで（ずっと）
399,besides,[前]～に加えて
400,except,[前]～を除いて
401,debate,[名]討論
402,criticize,[他]～を批判する
403,accuse,[他]～を非難する
404,insist,[自]（on ～）（～と）言い張る，（強く）主張する
405,object,[自]（to ～）（～に感情的に）反対する
406,protest,[自]（against ～）（～に対して）抗議する
407,controversial,[形]論争を招く，物議をかもす
408,bound,[形]（to do）きっと～（する，～する［である］に違いない）
409,bet,[他]（that S V）きっと～だと思う
410,congratulate,[他]（人）を祝う，～にお祝いを述べる
411,praise,[他]（A for B）（A）を（B のことで）褒める，称える
412,honor,[名]名誉，栄誉
413,chat,[自]おしゃべりする
414,refer,[自]（人が主語）（～に）言及する，参照する
415,mention,[他]～について述べる，言及する
416,convey,[他]～を伝える
417,emphasize,[他]～を強調する
418,exaggerate,[他]～を誇張する
419,reply,[自]（to ～）（～に）返事をする，答える
420,respond,[自]（to ～）（手紙や問いなどに）返答する
421,whisper,[自]ささやく
422,remark,[名]発言
423,observe,[他]～を観察する
424,theory,[名]理論
425,analysis,[名]分析
426,experiment,[名]実験
427,device,[名]装置
428,phenomenon,[名]現象
429,substance,[名]物質
430,chemical,[名]（通例 －s）化学物質
431,fuel,[名]燃料
432,nuclear,[形]原子力の，核の
433,statistics,[名]統計（値）〈複数扱い〉
434,pursue,[他]～を追求する，続ける
435,accomplish,[他]～をやり遂げる
436,overcome,[他]～を克服する
437,fulfill,[他]（義務，願望など）を果たす
438,devote,[他]（A to B） （A）を（B に）ささげる
439,aim,[自]狙う
440,challenge,[名]難問，課題
441,trial,[名]試み
442,dizzy,[形]めまいがして
443,pale,[形]（顔色が）青白い，青ざめた
444,appetite,[名]食欲
445,starve,[自]（be －ing）とてもお腹が空いている
446,mental,[形]精神の
447,rest,[名]休憩
448,ache,[名]痛み
449,surgery,[名]手術
450,disease,[名]病気
451,symptom,[名]（通例 －s）症状
452,cancer,[名]がん
453,ambulance,[名]救急車
454,recover,[自]（from ～）（～から）回復する
455,sore,[形]（のどや筋肉が）痛い
456,swell,[自]（手足などが）腫れる
457,cough,[自]咳をする
458,bleed,[自]出血する
459,faint,[形]（色，光などが）かすかな
460,exhaust,[他]～を疲れ果てさせる
461,cure,[他]～を治療する
462,disabled,[形]障がいのある
463,stiff,[形]（筋肉などが）凝った，（動かすと）痛い
464,muscle,[名]筋肉
465,tongue,[名]舌
466,sense,[名]感覚
467,sweat,[名]汗（通例〈不可算〉）
468,nationality,[名]国籍
469,citizen,[名]市民
470,civil,[形]（一般）市民の
471,racial,[形]人種の，民族の
472,domestic,[形]国内の
473,rural,[形]田舎の
474,suburb,[名]（通例the －s）郊外
475,border,[名]国境（地帯），境界
476,burden,[名]重荷，負担
477,impact,[名]（on ～）（～への）影響
478,status,[名]地位
479,equal,[形]（to ～）（～に）等しい，平等な
480,relationship,[名]関係
481,reputation,[名]（人，物の）評判〈可算〉
482,trend,[名]（世の中の）風潮，傾向
483,service,[名]（政府あるいは企業による）事業，制度
484,religion,[名]宗教
485,moral,[形]道徳的な
486,standard,[名]基準，水準
487,prosperity,[名]繁栄
488,crisis,[名]危機
489,prejudice,[名]偏見，先入観
490,discrimination,[名]差別
491,charity,[名]慈善（事業）〈不可算〉
492,benefit,[名]恩恵
493,welfare,[名]福祉
494,community,[名]（地域）社会，共同体（の人々）
495,individual,[名]個人，個体
496,official,[名]役人，役員
497,immigrant,[名]（外国からの）移民
498,volunteer,[名]ボランティア
499,contribute,[自]（～に）貢献する
500,abolish,[他]～を廃止する
501,impose,[他]（A on B）（A）を（B に）課す，押しつける
502,access,[名] 利用する権利
503,duty,[名] 義務
504,compulsory,[形]義務的な
505,responsible,[形]（人が主語）責任がある
506,policy,[名]政策
507,elect,[他]～を（選挙で）選ぶ
508,industry,[名]工業
509,income,[名]収入
510,profit,[名]利益，利潤
511,tax,[名]税金（〈米〉→〈可算〉 〈英〉→〈不可算〉）
512,expense,[名]費用，経費
513,debt,[名]借金
514,deposit,[名]預金
515,charge,[名]料金
516,wage,[名]賃金
517,recession,[名]不況，不景気
518,consume,[他]～を消費する
519,waste,[他]～を浪費する
520,invest,[他]（A in B）（A）を（B に）投資する
521,import,[他]～を輸入する
522,financial,[形]財政的な，金銭的な
523,hire,[他]～を（一時的に）雇う
524,employ,[他]（人）を雇う
525,resign,[自]（as ～）（～を）辞職する
526,qualify,[自]（for ～）（～の）資格がある
527,assign,[他]～を割り当てる
528,occupation,[名]職業〈可算〉
529,career,[名]職業
530,profession,[名]（専門的な）職業
531,unemployment,[名]失業
532,document,[名]書類，資料
533,department,[名]（組織の）部門，課
534,branch,[名]支店，支局
535,retail,[名]小売り〈不可算〉
536,system,[名]組織，制度
537,structure,[名]構造
538,architecture,[名]建築（様式）〈不可算〉
539,construction,[名]建設〈不可算〉
540,function,[名]機能
541,surface,[名]表面
542,aspect,[名]側面
543,edge,[名]端
544,consist,[自]（of ～）（～で）構成されている
545,compose,[他]～を構成する，組み立てる
546,attach,[他]～をくっつける，添付する
547,connect,[他]～をつなげる
548,relate,[他]（A to B）（A）を（B に）関連づける
549,associate,[他]（A with B）（A）を（B と）関連づける，（A）から（B を）連想する
550,stick,[他]～を貼り付ける
551,separate,[他]～を引き離す
552,thief,[名]泥棒
553,crime,[名]犯罪
554,motive,[名]動機
555,punish,[他]（（人）for ～）（人）を（～の理由で）罰する
556,violate,[他]（法律など）に違反する
557,legal,[形]合法の
558,enemy,[名]敵
559,compete,[自]競争する
560,defeat,[他]（相手）を打ち負かす
561,victim,[名]犠牲者
562,obstacle,[名]（to ～）（～に対する）障害〈可算〉
563,harm,[名]害〈不可算〉
564,invade,[他]（プライバシーなど）を侵害する
565,endanger,[他]～を危険にさらす
566,interrupt,[他]～を中断する
567,spoil,[他]～を台無しにする
568,spectator,[名]観客
569,relative,[名]（家族も含めて）親戚
570,enter,[他]～に入る
571,accompany,[他]（人が主語）～と一緒に行く
572,departure,[名]出発
573,destination,[名]目的地
574,transportation,[名]交通機関〈不可算〉
575,via,[前]～経由で
576,lead,[自]（to ～）（～に）至る
577,rise,[自]上がる，昇る
578,lower,[他]～を下げる
579,flow,[自]流れる
580,burst,[自]破裂する，爆発する
581,crack,[自]割れる，砕ける
582,melt,[自]（固体が）溶ける
583,progress,[名]進歩，前進 〈不可算〉
584,advance,[名]進歩，前進 〈可算〉
585,deal,[自]（with～）（～を）扱う
586,handle,[他]～を扱う
587,cope,[自]（with～）（～に）（うまく）対処する
588,treat,[他]（副詞を伴って）～を扱う
589,clue,[名]（to ～）（～の）手がかり
590,restrict,[他]～を制限する
591,limit,[他]（数量，範囲）を制限する
592,forbid,[他]～を禁じる
593,ban,[名]禁止〈可算〉
594,refuse,[他]～を断る
595,reject,[他]～を拒絶する
596,persuade,[他]（A to do）（A）を説得して～させる
597,convince,[他]（A of B）（A）に （Bを）確信させる，（A that S V）（A）に（～を） 確信させる
598,inspire,[他]～を奮起させる，かき立てる
599,discourage,[他]～のやる気をなくさせる，落胆させる
600,promote,[他]～を促進する
601,expand,[自]拡大する，膨張する
602,extend,[他]～を延長する，広げる
603,broaden,[他]～を広げる
604,spread,[他]～を広げる
605,tie,[他]（荷物など）を縛る
606,bind,[他]～を結びつける，縛る
607,fasten,[他]～を固定する
608,fix,[他]～を固定する
609,install,[他]（機械など）を設置する
610,resist,[他]～を我慢する
611,obey,[他]～に従う
612,engage,[自]従事する
613,bump,[自]（～に）ぶつかる
614,crash,[自]激突する
615,bend,[自]身をかがめる
616,hug,[他]（人）を （愛情こめて）抱きしめる
617,stare,[自]（at ～）（～を）じっと見つめる
618,gaze,[自]（at［on］～）（～を）見つめる
619,glance,[自]ちらりと見る
620,glimpse,[他]～がちらりと見える
621,stretch,[他]（手足や体）を伸ばす，広げる
622,stumble,[自]つまずく
623,press,[他]～を（強く）押す
624,drag,[他]～を（ずるずると）引きずる
625,lean,[自]（against［on］～）（～に）寄りかかる
626,scratch,[他]～をひっかく，かく
627,bow,[自]おじぎする
628,nod,[自]うなずく
629,sigh,[自]ため息をつく
630,yawn,[自]あくびをする
631,bury,[他]～を埋める
632,perform,[他]～を遂行する
633,adopt,[他]～を採用する
634,escape,[自]（from ～）（～から）逃れる
635,scatter,[他]～をまき散らす
636,fold,[他]～を折る
637,hang,[他]～を掛ける
638,release,[他]～を解放する
639,strike,[他]～を打つ
640,beat,[他]～を打つ
641,protect,[他]～を守る，保護する
642,twist,[他]～を（ねじ）曲げる
643,stir,[他]（液体など）を混ぜる
644,shake,[他]～を振る
645,burn,[自]焼ける
646,skip,[他]～をサボる，抜かす
647,expose,[他]～をさらす
648,dip,[他]～を（ちょっと）つける，浸す
649,polish,[他]～を磨く
650,cheat,[自]ごまかす
651,attend,[他] ～に出席する，通う
652,participate,[自]（in ～）（～に）参加する
653,imitate,[他]～をまねる
654,exist,[自]存在する
655,arise,[自]生じる
656,occur,[自]生じる
657,generate,[他]（電気，利益など）を生み出す
658,involve,[他]（be －d in ～）（事件などに）巻き込まれる
659,require,[他]～を必要とする
660,counterpart,[名]（to ～）（～に）対応する［（～と）同等の］人［物，事］
661,maintain,[他]～を維持する
662,last,[自]（時間的に）続く
663,persist,[自]持続する，残る
664,gain,[他]～を増す
665,obtain,[他]（資格，許可，情報など）を得る
666,acquire,[他]～を習得する
667,examine,[他]～を調査する
668,search,[他]（A for B） （B（物）を求めてA（場所））を捜す
669,reunion,[名]同窓会
670,scholarship,[名]奨学金〈可算〉
671,logic,[名]論理（学）
